City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
397,Uchiza,100,PE,2022-03-28 03:41:51,98,-8.4592,-76.4633,70.54,1.68
398,Usakos,11,NA,2022-03-28 03:41:52,71,-22.0,15.6,68.74,1.39
399,Challapata,8,BO,2022-03-28 03:41:52,69,-18.9,-66.7667,48.34,7.29
400,Jimani,100,DO,2022-03-28 03:41:53,86,18.4917,-71.8502,76.89,2.19
401,Skelleftea,100,SE,2022-03-28 03:39:54,70,64.7507,20.9528,25.16,8.05
402,Mogadishu,28,SO,2022-03-28 03:41:53,70,2.0371,45.3438,80.64,14.45
403,Gberia Fotombu,57,SL,2022-03-28 03:41:54,85,9.8833,-11.1667,71.96,4.83
404,Palpa,17,PE,2022-03-28 03:41:54,68,-14.5336,-75.1856,73.2,1.88
405,Kankan,88,GN,2022-03-28 03:41:54,63,10.3854,-9.3057,79.92,3.69
406,Shimoda,98,JP,2022-03-28 03:41:55,73,34.6667,138.95,62.96,9.24
407,Balakovo,97,RU,2022-03-28 03:41:55,85,52.0278,47.8007,24.91,14.0
408,Manacapuru,100,BR,2022-03-28 03:41:56,94,-3.2997,-60.6206,75.49,2.15
409,Doha,0,QA,2022-03-28 03:38:19,39,25.2867,51.5333,67.98,17.27
410,Canandaigua,96,US,2022-03-28 03:39:41,72,42.8742,-77.288,21.16,11.99
411,Phuthaditjhaba,24,ZA,2022-03-28 03:42:56,83,-28.5242,28.8158,50.27,2.13
412,Santa Cruz De La Palma,40,ES,2022-03-28 03:42:57,77,28.6835,-17.7642,64.54,12.66
413,Makakilo City,100,US,2022-03-28 03:42:57,70,21.3469,-158.0858,77.32,3.44
414,Quelimane,20,MZ,2022-03-28 03:42:58,89,-17.8786,36.8883,78.75,6.91
415,Pangnirtung,74,CA,2022-03-28 03:42:58,58,66.1451,-65.7125,13.19,6.46
416,Grand Gaube,3,MU,2022-03-28 03:42:58,82,-20.0064,57.6608,79.2,3.0
417,Petaluma,100,US,2022-03-28 03:41:03,92,38.2324,-122.6367,56.08,14.97
418,Ostrow Mazowiecka,5,PL,2022-03-28 03:42:59,68,52.8024,21.8951,38.62,13.33
419,Tsimlyansk,76,RU,2022-03-28 03:42:59,68,47.6461,42.1019,29.37,18.84
420,Trincomalee,1,LK,2022-03-28 03:43:00,76,8.5711,81.2335,82.47,5.08
421,Daru,100,PG,2022-03-28 03:43:00,90,-9.0763,143.2092,77.99,4.99
422,Pierre,0,US,2022-03-28 03:43:01,32,44.3683,-100.351,36.52,27.0
423,Nikki,4,BJ,2022-03-28 03:43:01,16,9.9401,3.2108,75.72,4.7
424,Cortez,0,US,2022-03-28 03:42:23,23,37.3489,-108.5859,50.7,3.44
425,Nabire,58,ID,2022-03-28 03:43:02,56,-3.3667,135.4833,87.51,5.79
426,Banikoara,1,BJ,2022-03-28 03:43:02,14,11.2985,2.4386,78.46,7.02
427,Nicoya,97,CR,2022-03-28 03:41:48,63,10.1483,-85.452,77.22,8.95
428,Cidreira,0,BR,2022-03-28 03:40:52,83,-30.1811,-50.2056,67.26,9.28
429,La Rioja,98,ES,2022-03-28 03:42:46,61,42.25,-2.5,37.18,6.8
430,Dunedin,0,NZ,2022-03-28 03:43:03,86,-45.8742,170.5036,59.81,11.99
431,Esperance,78,AU,2022-03-28 03:41:04,60,-33.8667,121.9,69.64,11.63
432,Norwich,41,GB,2022-03-28 03:43:04,94,52.6278,1.2983,43.36,2.3
433,Beidao,73,CN,2022-03-28 03:43:04,48,34.5686,105.8933,60.57,18.16
434,Mandera,27,KE,2022-03-28 03:43:05,57,3.9366,41.867,80.87,6.17
435,Rundu,11,NA,2022-03-28 03:43:05,61,-17.9333,19.7667,64.33,4.03
436,Zavyalovo,53,RU,2022-03-28 03:43:05,87,54.5053,82.4484,18.3,2.84
437,Kasane,40,BW,2022-03-28 03:43:06,100,-17.8167,25.15,66.29,5.75
438,Tahe,7,CN,2022-03-28 03:43:06,33,52.3333,124.7333,40.23,12.17
439,Sarnen,0,CH,2022-03-28 03:43:07,66,46.8985,8.2507,47.12,3.44
440,Elizabeth City,0,US,2022-03-28 03:43:07,44,36.2946,-76.2511,46.02,12.66
441,Minas De Barroteran,100,MX,2022-03-28 03:43:08,25,27.6333,-101.2833,71.6,6.29
442,Beloha,100,MG,2022-03-28 03:43:08,84,-25.1667,45.05,72.55,11.88
443,Indian Head,0,US,2022-03-28 03:43:08,43,38.6001,-77.1622,34.86,16.11
444,Rio Claro,100,BR,2022-03-28 03:43:09,91,-22.4114,-47.5614,67.66,2.37
445,Balikpapan,20,ID,2022-03-28 03:38:54,78,-1.2675,116.8289,81.59,3.44
446,Somerset,75,US,2022-03-28 03:43:09,50,40.5668,-74.5496,33.12,16.11
447,Yulara,94,AU,2022-03-28 03:43:10,9,-25.2406,130.9889,91.24,5.75
448,Bathsheba,20,BB,2022-03-28 03:43:10,73,13.2167,-59.5167,77.61,16.11
449,Pilar,91,BR,2022-03-28 03:43:11,91,-9.5972,-35.9567,75.13,2.8
450,Vostok,100,RU,2022-03-28 03:43:11,87,46.4856,135.8833,28.36,11.72
451,Kawasaki,40,JP,2022-03-28 03:43:12,38,35.5206,139.7172,64.02,11.5
452,Oslomej,79,MK,2022-03-28 03:43:12,55,41.5772,21.0,44.29,2.21
453,Lasem,85,ID,2022-03-28 03:43:12,69,-6.6922,111.4527,86.54,3.18
454,Marrakesh,31,MA,2022-03-28 03:43:13,51,31.6315,-8.0083,62.67,5.75
455,Cotonou,40,BJ,2022-03-28 03:41:37,84,6.3654,2.4183,84.18,9.22
456,Quatre Cocos,10,MU,2022-03-28 03:43:13,66,-20.2078,57.7625,78.91,6.93
457,Sayyan,22,YE,2022-03-28 03:43:14,31,15.1718,44.3244,49.66,7.31
458,Jalu,1,LY,2022-03-28 03:44:14,16,29.0331,21.5482,56.91,10.25
459,Buraydah,0,SA,2022-03-28 03:44:15,25,26.326,43.975,54.05,7.81
460,Kuusamo,0,FI,2022-03-28 03:44:15,66,65.9667,29.1833,8.64,6.91
461,Noumea,65,NC,2022-03-28 03:44:16,99,-22.2763,166.4572,84.18,16.33
462,Kendari,95,ID,2022-03-28 03:44:16,62,-3.945,122.4989,86.0,4.54
463,Sorland,100,NO,2022-03-28 03:44:17,66,67.667,12.6934,33.01,38.3
464,Akyab,7,MM,2022-03-28 03:44:17,69,20.15,92.9,83.88,6.53
465,Naryan-Mar,100,RU,2022-03-28 03:44:17,95,67.6713,53.087,9.81,10.09
466,Laguna,0,US,2022-03-28 03:44:18,63,38.421,-121.4238,62.4,9.22
467,Severomuysk,100,RU,2022-03-28 03:44:22,69,56.1481,113.4267,4.08,8.66
468,Chernyy Yar,100,RU,2022-03-28 03:44:23,67,48.0624,46.1091,29.97,18.72
469,Tucumcari,0,US,2022-03-28 03:44:23,27,35.1717,-103.725,64.24,8.05
470,Rio Gallegos,0,AR,2022-03-28 03:44:24,70,-51.6226,-69.2181,42.85,4.61
471,Zhezkazgan,100,KZ,2022-03-28 03:44:24,86,47.8043,67.7144,28.38,11.18
472,Sampit,85,ID,2022-03-28 03:44:24,50,-2.5333,112.95,93.29,1.66
473,Port Macquarie,100,AU,2022-03-28 03:43:19,78,-31.4333,152.9167,75.09,9.22
474,Puerto Rondon,62,CO,2022-03-28 03:44:25,64,6.2805,-71.1,78.31,3.8
475,Nantucket,100,US,2022-03-28 03:44:25,56,41.2835,-70.0995,42.91,14.97
476,Kawalu,100,ID,2022-03-28 03:44:26,60,-7.3817,108.2082,86.38,3.02
477,Acajutla,65,SV,2022-03-28 03:44:26,63,13.5928,-89.8275,79.7,7.63
478,Honningsvag,100,NO,2022-03-28 03:44:27,93,70.9821,25.9704,22.75,6.91
479,Harper,28,LR,2022-03-28 03:44:27,89,4.375,-7.7169,79.65,6.82
480,Vardo,100,NO,2022-03-28 03:44:27,59,70.3705,31.1107,26.91,20.24
481,Qarchi Gak,0,AF,2022-03-28 03:44:28,36,37.04,66.7889,58.37,1.1
482,Shagonar,100,RU,2022-03-28 03:44:28,90,51.5333,92.8,26.46,0.4
483,Mahina,20,PF,2022-03-28 03:44:29,58,-17.5065,-149.489,85.77,12.66
484,Faanui,35,PF,2022-03-28 03:44:29,72,-16.4833,-151.75,82.56,14.43
485,Banda Aceh,74,ID,2022-03-28 03:44:29,67,5.5577,95.3222,85.12,4.85
486,Ornskoldsvik,100,SE,2022-03-28 03:44:30,70,63.2909,18.7153,38.35,16.11
487,Maningrida,90,AU,2022-03-28 03:44:30,56,-12.0667,134.2667,89.17,4.52
488,Rovaniemi,100,FI,2022-03-28 03:44:31,67,66.5,25.7167,17.01,11.5
489,Anton Lizardo,50,MX,2022-03-28 03:44:31,82,19.05,-95.9833,71.22,6.24
490,Wewak,100,PG,2022-03-28 03:44:32,79,-3.5534,143.6268,83.52,10.78
491,Andros Town,0,BS,2022-03-28 03:44:32,50,24.7,-77.7667,71.56,14.14
492,Sortova,75,PA,2022-03-28 03:44:32,74,8.55,-82.65,76.5,3.71
493,San Quintin,100,MX,2022-03-28 03:44:33,82,30.4833,-115.95,58.78,2.59
494,Cuamba,99,MZ,2022-03-28 03:44:33,98,-14.8031,36.5372,68.18,2.89
495,Port Hawkesbury,0,CA,2022-03-28 03:44:34,93,45.6169,-61.3485,37.35,6.91
496,Palmer,40,US,2022-03-28 03:44:34,51,42.1584,-72.3287,28.24,21.85
497,Esqueda,41,MX,2022-03-28 03:44:35,14,30.7167,-109.5833,61.02,8.03
498,Yaremche,12,UA,2022-03-28 03:44:35,58,48.4583,24.5519,32.61,5.7
499,Matanzas,0,CU,2022-03-28 03:44:35,77,23.0411,-81.5775,65.16,6.91
500,Staryy Nadym,100,RU,2022-03-28 03:44:36,89,65.6118,72.6842,16.63,19.77
501,Charlestown,100,AU,2022-03-28 03:44:36,86,-32.95,151.6667,74.98,1.01
502,Bilasipara,5,IN,2022-03-28 03:45:37,31,26.232,90.2347,86.07,9.42
503,Santa Maria,0,BR,2022-03-28 03:44:43,94,-29.6842,-53.8069,60.1,1.14
504,Nemuro,86,JP,2022-03-28 03:45:37,75,43.3236,145.575,35.85,11.23
505,Brae,33,GB,2022-03-28 03:45:38,85,60.3964,-1.353,45.1,15.99
506,Katsuura,100,JP,2022-03-28 03:45:38,82,35.1333,140.3,54.37,15.75
507,Kamiiso,75,JP,2022-03-28 03:45:39,43,41.8167,140.65,50.38,25.32
508,Horasan,71,TR,2022-03-28 03:45:39,94,40.0458,42.1728,4.98,0.36
509,Nadym,100,RU,2022-03-28 03:45:40,89,65.5333,72.5167,16.48,19.86
510,Curuca,97,BR,2022-03-28 03:45:40,94,-0.7289,-47.8481,74.97,2.75
511,Saint Anthony,0,US,2022-03-28 03:45:40,41,45.0205,-93.218,25.93,9.22
512,Adre,21,TD,2022-03-28 03:45:41,9,13.4667,22.2,64.6,20.54
513,Tevriz,96,RU,2022-03-28 03:45:42,89,57.509,72.4042,16.84,7.85
514,Birnin Kebbi,3,NG,2022-03-28 03:45:42,10,12.4539,4.1975,77.36,15.77
515,Mapiri,95,BO,2022-03-28 03:45:42,98,-15.25,-68.1667,67.78,0.34
